userId,rating,scoreId
15,4,184
15,4,185
15,5,189
15,5,191
15,5,197
16,5,4
16,5,11
16,4,12
16,5,13
16,4,14
16,5,15
16,3,20
16,5,29
16,4,34
16,4,36
16,3,37
16,5,40
16,4,47
16,5,48
16,5,59
16,5,62
16,4,66
16,5,68
16,4,73
16,4,78
16,5,82
16,5,83
16,4,86
16,5,87
16,4,89
16,5,90
16,3,99
16,4,100
16,4,103
16,5,106
16,4,109
16,4,114
16,4,128
16,5,130
16,4,131
16,4,133
16,4,137
16,4,146
16,5,148
16,4,151
16,4,157
16,5,159
16,4,161
16,5,165
16,5,168
16,4,174
16,5,176
16,4,179
16,4,182
16,5,184
16,4,185
16,4,189
16,5,191
16,5,197
17,5,4
17,5,11
17,5,12
17,4,13
17,4,14
17,5,15
17,4,20
17,5,29
17,5,34
17,5,36
17,4,37
17,4,40
17,4,47
17,5,48
17,5,59
17,5,62
17,4,66
17,4,68
17,3,73
17,5,78
17,4,82
17,5,83
17,5,86
17,5,87
17,5,89
17,4,90
17,4,99
17,5,100
17,4,103
17,4,106
17,3,109
17,4,114
17,2,128
17,4,130
17,4,131
17,5,133
17,5,137
17,5,146
17,5,148
17,5,151
17,5,157
17,3,159
17,5,161
17,5,165
17,5,168
17,5,174
17,5,176
17,4,179
17,5,182
17,4,184
17,4,185
17,4,189
17,4,191
17,5,197
18,4,4
18,4,11
18,4,12
18,4,13
18,4,14
18,4,15
18,5,20
18,5,29
18,5,34
18,4,36
18,4,37
18,5,40
18,5,47
18,4,48
18,3,59
18,4,62
18,5,66
18,4,68
18,5,73
18,1,78
18,4,82
18,5,83
18,5,86
18,5,87
18,4,89
18,4,90
18,5,99
18,4,100
18,4,103
18,5,106
18,3,109
18,5,114
18,5,128
18,5,130
18,4,131
18,4,133
18,4,137
18,3,146
18,4,148
18,1,151
18,5,157
18,5,159
18,5,161
18,5,165
18,5,168
18,4,174
18,4,176
18,4,179
18,5,182
18,5,184
18,5,185
18,4,189
18,4,191
18,5,197
19,4,4
19,5,11
19,4,12
19,4,13
19,5,14
19,5,15
19,4,20
19,5,29
19,5,34
19,5,36
19,4,37
19,4,40
19,5,47
19,4,48
19,5,59
19,4,62
19,5,66
19,5,68
19,4,73
19,4,78
19,5,82
19,4,83
19,5,86
19,5,87
19,4,89
19,3,90
19,5,99
19,4,100
19,5,103
19,4,106
19,4,109
19,5,114
19,5,128
19,4,130
19,5,131
19,5,133
19,5,137
19,5,146
19,5,148
19,4,151
19,3,157
19,5,159
19,4,161
19,5,165
19,5,168
19,4,174
19,5,176
19,5,179
19,4,182
19,3,184
19,3,185
19,4,189
19,4,191
19,5,197
20,5,4
20,5,11
20,4,12
20,4,13
20,4,14
20,5,15
20,4,20
20,4,29
20,5,34
20,5,36
20,5,37
20,5,40
20,5,47
20,5,48
20,4,59
20,5,62
20,4,66
20,4,68
20,4,73
20,5,78
20,5,82
20,5,83
20,3,86
20,5,87
20,4,89
20,5,90
20,5,99
20,4,100
20,4,103
20,3,106
20,5,109
20,5,114
20,5,128
20,4,130
20,5,131
20,5,133
20,5,137
20,5,146
20,5,148
20,5,151
20,5,157
20,5,159
20,5,161
20,4,165
20,5,168
20,5,174
20,5,176
20,5,179
20,4,182
20,5,184
20,3,185
20,5,189
20,4,191
20,5,197
21,4,4
21,4,11
21,5,12
21,4,13
21,4,14
21,5,15
21,5,20
21,4,29
21,4,34
21,5,36
21,4,37
21,5,40
21,4,47
21,5,48
21,4,59
21,5,62
21,5,66
21,5,68
21,4,73
21,4,78
21,5,82
21,5,83
21,5,86
21,5,87
21,4,89
21,4,90
21,2,99
21,5,100
21,5,103
21,4,106
21,5,109
21,5,114
21,5,128
21,4,130
21,5,131
21,4,133
21,3,137
21,5,146
21,5,148
21,4,151
21,5,157
21,5,159
21,5,161
21,4,165
21,5,168
21,5,174
21,4,176
21,4,179
21,5,182
21,5,184
21,5,185
21,4,189
21,4,191
21,4,197
22,4,4
22,5,11
22,5,12
22,5,13
22,5,14
22,5,15
22,4,20
22,4,29
22,5,34
22,5,36
22,4,37
22,3,40
22,3,47
22,5,48
22,3,59
22,4,62
22,4,66
22,5,68
22,4,73
22,5,78
22,5,82
22,5,83
22,4,86
22,4,87
22,4,89
22,4,90
22,5,99
22,5,100
22,4,103
22,4,106
22,4,109
22,4,114
22,3,128
22,5,130
22,3,131
22,4,133
22,5,137
22,4,146
22,4,148
22,5,151
22,5,157
22,5,159
22,5,161
22,5,165
22,4,168
22,5,174
22,5,176
22,3,179
22,4,182
22,4,184
22,5,185
22,4,189
22,5,191
22,4,197
23,5,4
23,3,11
23,5,12
23,5,13
23,5,14
23,5,15
23,4,20
23,5,29
23,4,34
23,5,36
23,5,37
23,3,40
23,4,47
23,4,48
23,5,59
23,5,62
23,5,66
23,4,68
23,5,73
23,3,78
23,5,82
23,4,83
23,2,86
23,5,87
23,5,89
23,4,90
23,4,99
23,5,100
23,4,103
23,4,106
23,4,109
23,5,114
23,5,128
23,3,130
23,5,131
23,5,133
23,4,137
23,4,146
23,5,148
23,3,151
23,4,157
23,5,159
23,4,161
23,4,165
23,4,168
23,3,174
23,4,176
23,4,179
23,5,182
23,5,184
23,5,185
23,4,189
23,4,191
23,4,197
24,4,4
24,5,11
24,5,12
24,5,13
24,4,14
24,5,15
24,4,20
24,4,29
24,5,34
24,4,36
24,4,37
24,5,40
24,5,47
24,5,48
24,4,59
24,5,62
24,5,66
24,5,68
24,5,73
24,5,78
24,4,82
24,4,83
24,5,86
24,4,87
24,5,89
24,5,90
24,5,99
24,5,100
24,5,103
24,5,106
24,3,109
24,5,114
24,5,128
24,4,130
24,5,131
24,5,133
24,5,137
24,4,146
24,5,148
24,5,151
24,5,157
24,5,159
24,5,161
24,5,165
24,4,168
24,4,174
24,3,176
24,4,179
24,5,182
24,5,184
24,5,185
24,4,189
24,5,191
24,5,197
25,5,4
25,5,11
25,4,12
25,5,13
25,5,14
25,5,15
25,5,20
25,4,29
25,4,34
25,4,36
25,4,37
25,5,40
25,5,47
25,4,48
25,5,59
25,5,62
25,4,66
25,5,68
25,4,73
25,5,78
25,4,82
25,4,83
25,4,86
25,5,87
25,4,89
25,4,90
25,4,99
25,3,100
25,5,103
25,5,106
25,5,109
25,5,114
25,5,128
25,4,130
25,5,131
25,5,133
25,3,137
25,5,146
25,3,148
25,5,151
25,5,157
25,5,159
25,5,161
25,5,165
25,3,168
25,3,174
25,4,176
25,5,179
25,5,182
25,5,184
25,5,185
25,4,189
25,4,191
25,4,197
26,5,4
26,5,11
26,4,12
26,4,13
26,5,14
26,4,15
26,4,20
26,4,29
26,4,34
26,3,36
26,4,37
26,3,40
26,4,47
26,5,48
26,5,59
26,5,62
26,5,66
26,4,68
26,5,73
26,4,78
26,4,82
26,5,83
26,5,86
26,5,87
26,4,89
26,4,90
26,1,99
26,5,100
26,5,103
26,5,106
26,4,109
26,5,114
26,5,128
26,3,130
26,5,131
26,4,133
26,5,137
26,5,146
26,3,148
26,4,151
26,5,157
26,5,159
26,5,161
26,4,165
26,5,168
26,4,174
26,4,176
26,4,179
26,5,182
26,5,184
26,4,185
26,4,189
26,4,191
26,5,197
27,5,4
27,4,11
27,5,12
27,3,13
27,2,14
27,5,15
27,5,20
27,4,29
27,4,34
27,5,36
27,4,37
27,5,40
27,5,47
27,4,48
27,4,59
27,4,62
27,4,66
27,4,68
27,4,73
27,5,78
27,5,82
27,5,83
27,4,86
27,4,87
27,4,89
27,3,90
27,5,99
27,5,100
27,4,103
27,4,106
27,4,109
27,4,114
27,2,128
27,4,130
27,4,131
27,5,133
27,5,137
27,5,146
27,4,148
27,5,151
27,5,157
27,5,159
27,5,161
27,4,165
27,4,168
27,5,174
27,5,176
27,4,179
27,5,182
27,5,184
27,5,185
27,5,189
27,4,191
27,4,197
28,5,4
28,5,11
28,4,12
28,5,13
28,4,14
28,5,15
28,5,20
28,5,29
28,4,34
28,4,36
28,5,37
28,5,40
28,5,47
28,4,48
28,5,59
28,4,62
28,4,66
28,5,68
28,4,73
28,4,78
28,5,82
28,5,83
28,3,86
28,5,87
28,4,89
28,5,90
28,4,99
28,5,100
28,5,103
28,5,106
28,4,109
28,5,114
28,3,128
28,5,130
28,5,131
28,5,133
28,5,137
28,5,146
28,5,148
28,4,151
28,5,157
28,5,159
28,5,161
28,5,165
28,5,168
28,4,174
28,5,176
28,3,179
28,5,182
28,4,184
28,4,185
28,5,189
28,5,191
28,5,197
29,4,4
29,4,4
29,4,11
29,4,11
29,5,12
29,3,12
29,3,13
29,5,13
29,4,14
29,5,14
29,5,15
29,4,15
29,4,20
29,5,20
29,5,29
29,5,29
29,3,34
29,5,34
29,5,36
29,4,36
29,5,37
29,4,37
29,5,40
29,4,40
29,5,47
29,5,47
29,4,48
29,5,48
29,5,59
29,3,59
29,5,62
29,4,62
29,4,66
29,5,66
29,5,68
29,2,68
29,4,73
29,5,73
29,4,78
29,4,78
29,5,80
29,5,82
29,5,82
29,5,83
29,5,83
29,3,86
29,5,86
29,4,87
29,5,87
29,5,89
29,4,89
29,5,90
29,4,90
29,4,99
29,4,99
29,3,100
29,4,100
29,5,103
29,5,103
29,4,106
29,5,106
29,3,109
29,3,109
29,4,113
29,5,114
29,4,114
29,3,128
29,5,128
29,3,130
29,4,130
29,5,131
29,5,131
29,5,133
29,5,133
29,4,137
29,5,137
29,5,146
29,3,146
29,4,148
29,5,148
29,4,151
29,4,151
29,5,157
29,2,157
29,5,159
29,5,159
29,4,161
29,5,161
29,5,165
29,5,165
29,4,168
29,5,168
29,5,174
29,5,174
29,5,176
29,5,176
29,5,179
29,4,179
29,5,182
29,5,182
29,4,184
29,5,184
29,4,185
29,5,185
29,5,189
29,4,189
29,4,191
29,4,191
29,5,197
29,4,197
30,5,4
30,4,11
30,5,12
30,4,13
30,4,14
30,5,15
30,4,20
30,4,29
30,5,34
30,4,36
30,4,37
30,3,40
30,5,47
30,5,48
30,5,59
30,5,62
30,4,66
30,5,68
30,4,73
30,5,78
30,5,82
30,3,83
30,4,86
30,4,87
30,5,89
30,5,90
30,4,99
30,4,100
30,4,103
30,4,106
30,4,109
30,5,114
30,4,128
30,5,130
30,4,131
30,5,133
30,5,137
30,5,146
30,4,148
30,5,151
30,5,157
30,5,159
30,5,161
30,5,165
30,5,168
30,5,174
30,5,176
30,5,179
30,5,182
30,4,184
30,5,185
30,5,189
30,5,191
30,4,197
31,5,4
31,5,11
31,4,12
31,5,13
31,4,14
31,5,15
31,5,20
31,4,29
31,4,34
31,4,36
31,3,37
31,4,40
31,5,47
31,4,48
31,3,59
31,5,62
31,4,66
31,4,68
31,5,73
31,3,78
31,5,82
31,4,83
31,4,86
31,5,87
31,4,89
31,5,90
31,5,99
31,5,100
31,4,103
31,5,106
31,3,109
31,4,114
31,4,128
31,3,130
31,5,131
31,5,133
31,5,137
31,4,146
31,5,148
31,3,151
31,5,157
31,5,159
31,4,161
31,5,165
31,3,168
31,5,174
31,5,176
31,4,179
31,3,182
31,2,184
31,5,185
31,4,189
31,4,191
31,4,197
32,3,4
32,5,11
32,5,12
32,4,13
32,4,14
32,2,15
32,4,20
32,5,29
32,5,34
32,4,36
32,4,37
32,4,40
32,5,47
32,4,48
32,3,59
32,4,62
32,5,66
32,5,68
32,4,73
32,5,78
32,5,82
32,5,83
32,5,86
32,5,87
32,4,89
32,5,90
32,5,99
32,5,100
32,4,103
32,3,106
32,4,109
32,5,114
32,4,128
32,4,130
32,5,131
32,4,133
32,5,137
32,5,146
32,5,148
32,5,151
32,4,157
32,5,159
32,4,161
32,5,165
32,4,168
32,4,174
32,5,176
32,5,179
32,4,182
32,5,184
32,4,185
32,4,189
32,4,191
32,4,197
33,5,4
33,5,11
33,4,12
33,5,13
33,5,14
33,5,15
33,4,20
33,5,29
33,5,34
33,4,36
33,4,37
33,4,40
33,5,47
33,5,48
33,5,59
33,4,62
33,5,66
33,4,68
33,4,73
33,5,78
33,4,82
33,5,83
33,5,86
33,4,87
33,5,89
33,5,90
33,4,99
33,5,100
33,4,103
33,5,106
33,5,109
33,5,114
33,4,128
33,4,130
33,5,131
33,5,133
33,5,137
33,5,146
33,3,148
33,5,151
33,4,157
33,5,159
33,5,161
33,5,165
33,4,168
33,5,174
33,4,176
33,5,179
33,5,182
33,4,184
33,5,185
33,3,189
33,4,191
33,4,197
34,5,4
34,5,11
34,5,12
34,5,13
34,4,14
34,5,15
34,5,20
34,5,29
34,4,34
34,4,36
34,4,37
34,5,40
34,4,47
34,4,48
34,5,59
34,5,62
34,5,66
34,5,68
34,5,73
34,4,78
34,5,82
34,5,83
34,5,86
34,5,87
34,4,89
34,4,90
34,4,99
34,4,100
34,3,103
34,5,106
34,4,109
34,5,114
34,5,128
34,4,130
34,5,131
34,5,133
34,5,137
34,5,146
34,5,148
34,4,151
34,5,157
34,4,159
34,5,161
34,5,165
34,5,168
34,3,174
34,5,176
34,4,179
34,4,182
34,4,184
34,5,185
34,5,189
34,5,191
34,5,197
35,5,4
35,5,11
35,5,12
35,2,13
35,4,14
35,4,15
35,5,20
35,5,29
35,4,34
35,4,36
35,4,37
35,5,40
35,3,47
35,4,48
35,5,59
35,4,62
35,4,66
35,4,68
35,5,73
35,4,78
35,5,82
35,5,83
35,5,86
35,5,87
35,5,89
35,4,90
35,5,99
35,5,100
35,4,103
35,4,106
35,5,109
35,5,114
35,5,128
35,3,130
35,5,131
35,5,133
35,4,137
35,5,146
35,4,148
35,4,151
35,5,157
35,5,159
35,4,161
35,5,165
35,5,168
35,4,174
35,5,176
35,5,179
35,4,182
35,4,184
35,5,185
35,5,189
35,4,191
35,5,197
36,5,4
36,5,11
36,4,12
36,5,13
36,4,14
36,5,15
36,4,20
36,5,29
36,4,34
36,4,36
36,4,37
36,4,40
36,4,47
36,4,48
36,5,59
36,5,62
36,4,66
36,4,68
36,5,73
36,5,78
36,5,82
36,4,83
36,5,86
36,4,87
36,4,89
36,4,90
36,5,99
36,5,100
36,4,103
36,4,106
36,3,109
36,3,114
36,5,128
36,5,130
36,5,131
36,5,133
36,4,137
36,4,146
36,5,148
36,5,151
36,5,157
36,5,159
36,4,161
36,5,165
36,4,168
36,5,174
36,5,176
36,3,179
36,5,182
36,5,184
36,5,185
36,5,189
36,4,191
36,5,197
37,5,4
37,4,11
37,3,12
37,4,13
37,4,14
37,4,15
37,3,20
37,5,29
37,4,34
37,5,36
37,5,37
37,4,40
37,5,47
37,5,48
37,3,59
37,3,62
37,5,66
37,4,68
37,4,73
37,5,78
37,4,82
37,4,83
37,5,86
37,5,87
37,4,89
37,5,90
37,4,99
37,5,100
37,4,103
37,5,106
37,4,109
37,4,114
37,5,128
37,4,130
37,5,131
37,5,133
37,4,137
37,5,146
37,2,148
37,5,151
37,5,157
37,3,159
37,5,161
37,5,165
37,4,168
37,4,174
37,5,176
37,3,179
37,5,182
37,4,184
37,3,185
37,5,189
37,5,191
37,5,197
38,5,4
38,4,11
38,5,12
38,5,13
38,4,14
38,4,15
38,5,20
38,4,29
38,5,34
38,5,36
38,3,37
38,5,40
38,5,47
38,4,48
38,5,59
38,5,62
38,3,66
38,4,68
38,5,73
38,2,78
38,5,82
38,5,83
38,4,86
38,4,87
38,4,89
38,3,90
38,5,99
38,5,100
38,4,103
38,5,106
38,3,109
38,5,114
38,5,128
38,4,130
38,5,131
38,5,133
38,5,137
38,5,146
38,5,148
38,2,151
38,5,157
38,5,159
38,3,161
38,5,165
38,5,168
38,5,174
38,5,176
38,4,179
38,3,182
38,5,184
38,4,185
38,5,189
38,4,191
38,4,197
39,5,4
39,5,11
39,5,12
39,3,13
39,3,14
39,5,15
39,5,20
39,5,29
39,5,34
39,5,36
39,4,37
39,5,40
39,5,47
39,5,48
39,4,59
39,5,62
39,5,66
39,5,68
39,5,73
39,4,78
39,5,80
39,5,82
39,5,83
39,2,86
39,4,87
39,4,89
39,4,90
39,4,99
39,5,100
39,5,103
39,4,106
39,5,109
39,3,113
39,5,114
39,3,128
39,5,130
39,5,131
39,3,133
39,4,137
39,4,146
39,4,148
39,4,151
39,5,157
39,5,159
39,5,161
39,4,165
39,5,168
39,5,174
39,5,176
39,5,179
39,4,182
39,5,184
39,4,185
39,5,189
39,5,191
39,4,197
40,3,4
40,4,11
40,5,12
40,4,13
40,4,14
40,5,15
40,5,20
40,5,29
40,5,34
40,5,36
40,4,37
40,5,40
40,5,47
40,4,48
40,4,59
40,4,62
40,4,66
40,4,68
40,5,73
40,5,78
40,5,80
40,5,82
40,5,83
40,5,86
40,4,87
40,4,89
40,4,90
40,4,99
40,4,100
40,5,103
40,5,106
40,3,109
40,5,113
40,4,114
40,5,128
40,4,130
40,5,131
40,4,133
40,5,137
40,1,146
40,5,148
40,5,151
40,4,157
40,5,159
40,5,161
40,4,165
40,4,168
40,5,174
40,4,176
40,3,179
40,3,182
40,4,184
40,3,185
40,5,189
40,4,191
40,5,197
41,5,4
41,4,11
41,4,12
41,4,13
41,4,14
41,2,15
41,4,20
41,5,29
41,3,34
41,4,36
41,4,37
41,5,40
41,5,47
41,4,48
41,5,59
41,5,62
41,4,66
41,4,68
41,5,73
41,4,78
41,5,80
41,5,82
41,4,83
41,5,86
41,5,87
41,5,89
41,4,90
41,5,99
41,5,100
41,5,103
41,5,106
41,5,109
41,5,113
41,4,114
41,5,128
41,5,130
41,5,131
41,4,133
41,4,137
41,5,146
41,5,148
41,4,151
41,4,157
41,5,159
41,4,161
41,4,165
41,4,168
41,4,174
41,5,176
41,4,179
41,4,182
41,5,184
41,4,185
41,5,189
41,5,191
41,4,197
42,4,4
42,5,11
42,4,12
42,5,13
42,3,14
42,5,15
42,5,20
42,5,29
42,4,34
42,4,36
42,4,37
42,5,40
42,5,47
42,5,48
42,5,59
42,5,62
42,3,66
42,5,68
42,4,73
42,4,78
42,5,80
42,5,82
42,4,83
42,5,86
42,4,87
42,5,89
42,3,90
42,4,99
42,5,100
42,4,103
42,4,106
42,5,109
42,5,113
42,3,114
42,4,128
42,5,130
42,5,131
42,5,133
42,5,137
42,5,146
42,5,148
42,4,151
42,5,157
42,5,159
42,5,161
42,5,165
42,5,168
42,5,174
42,4,176
42,4,179
42,5,182
42,5,184
42,5,185
42,5,189
42,5,191
42,5,197
43,4,4
43,5,11
43,5,12
43,4,13
43,4,14
43,5,15
43,4,20
43,5,29
43,4,34
43,4,36
43,5,37
