url,title,artist,image_link,publisher,years,description,star,tags
https://music.douban.com/subject/2131368/,Once (Soundtrack),Glen Hansard                                        /                                                                        Marketa Irglova,https://img3.doubanio.com/view/subject/m/public/s2821080.jpg,Columbia,2007/5/22,"　　Even those allergic to musicals may be won over by Once, a tender-hearted Irish romance with songs by Czech Republic–born Markéta Irglová and Frames frontman Glen Hansard. (The film's director, John Carney, actually used to play bass in the group.) The trick here is that Irglová and Hansard also play the leads; because their characters are shown busking, writing music, or reh...",9.1,原声
https://music.douban.com/subject/1394765/,Not Going Anywhere,Keren Ann,https://img1.doubanio.com/view/subject/m/public/s1431228.jpg,Capitol/Blue Note,2004/8/24,　　KerenAnn何许人也？她是法国乐坛最受瞩目的民谣才女，她出生在以色列，从小学吉他时就开始扒Joni Mitchell的曲子，11岁举家迁往巴黎后竟然得到了JoniMitchell的赏识而结识了著名制作人Benjamin Biolay，后者的古典音乐背景为她的作品带来更丰富的编配层次。2000年KerenAnn的首张专辑《LaBiographie De Luka Philipsen》融入了俄国文学、犹太民谣和法国诗歌，并以Trip-Hop、民谣及法国流行乐的融合形式现身，一举在欧洲赢得巨大成功。一曲《Jardind’Hiver》更是惊动了80高龄的法国Bossa Nova鼻祖HenriSalvador，后者在自己的经典复出专辑《Chambre Avec Vue》中收录了包括《Jardind’Hiver》在内的5首由BenjaminBiolay和...,8.9,民谣
https://music.douban.com/subject/1396380/,American Idiot,Green Day,https://img2.doubanio.com/view/subject/m/public/s1485602.jpg,Wea Japan,2004/9/21,"　　GREEN DAY American Idiot + Live In Tokyo (2005 Japanese 19-track enhanced 2-CD set comprising the Japanese version of the album including the bonus track 'Favorite Son', an EXCLUSIVE 5-track CD recorded live in Tokyo plus on-stage and behind the scenes CD-Rom footage",8.9,摇滚
https://music.douban.com/subject/2134548/,思念是一种病,张震岳 Csun Yuk,https://img1.doubanio.com/view/subject/m/public/s2591057.jpg,滚石唱片,2007/7/6,　　阿岳已经有5年没有发行新专辑了。自由、爱的初体验、干妹妹、我要钱、Free Night、认输、爱我别走、勇气、分手吧、怎么办、在凌晨…张震岳＆Free Night痞模痞样传授时下年轻男女摇滚新知，数十首经典人气不坠歌曲震撼华语乐坛！因为唱张震岳的歌，就像念OK一样简单。　　新专辑11首歌曲完全是发自张震岳内心的情歌。11首关于阿岳5年来心情、感情、真情、苦情、深情、实情的忠实纪录，发展成一首首「情」歌，而始终围绕其中的，只有一个字。是什么？听了就知道。　　岳界情歌「思念是一种病」越界找寻神秘超优质女声献唱，并sample张震岳非常喜爱的「思念是一种病」，打破传统情歌迂回缠绕黏腻类型，以一直线舒展旋律直球对决，并佐以鼓点重拍加强听觉上的节奏律动；舒服自然不矫情，真诚感人无造作，「思念是一种病」即将为流行乐坛情歌做一次基因大改造！...,8.8,流行
https://music.douban.com/subject/3717116/,無與倫比的美麗,苏打绿,https://img2.doubanio.com/view/subject/m/public/s2757483.jpg,林暐哲音乐社,2007/11/2,　　从第一张同名专辑的学生气息，到第二张专辑《小宇宙》中对社会的初试窥探，《无与伦比的美丽 》表达的是一种更为深刻的想像境地∶从游乐的心情出发，仿佛身处花园之中，以狂想面对各种情感的时候，在真实城市中便仍能简单生活，直到找到相信的力量。　　旋律刻意的铺陈使曲目不曾间断，听觉的空隙仅抽象地由音乐呈现，这是一张完整的专辑，不是十首歌的集锦。苏打绿带来的新作品《无与伦比的美丽》，展露出有别以往的风采。除了苏打绿作为标志的民谣摇滚风格之外，这张专辑加进了独特的管弦编曲，在流行与古典之间，苏打绿完成最优美的滑行。,8.6,流行
https://music.douban.com/subject/2131595/,亲爱的...我还不知道,张悬,https://img3.doubanio.com/view/subject/m/public/s2604331.jpg,新力博德曼音樂娛樂股份有限公司,2007/7/20,　　五年前的作品「My Life Will…」发行后深受好评「宝贝」温暖了许多人的心金曲奖最大遗珠之憾　张悬说：评审是要我更努力…　　五年前录制好的专辑，却因为许多现实的问题始终无法顺利问市，五年之中，张悬选择在Live House的舞台上作最忠於自己的表演。2006年，张悬以一个新人的姿态终於在纷乱的国语唱片市场发行了这张五年前的作品「My Life Will…」，没有喧哗的操作手法，没有铺天盖地的艺人曝光，这张专辑凭着独特的音乐气氛和真诚而温暖的感染力感动了许多人。　　浑然天成的创作「宝贝」成了2006年最具感染力的单曲，张悬的官网上陆续有人写下从这首歌得到的感动和安慰，不论是亲情。友情。爱情…，「宝贝」这首歌成了许多人2006年夏天中某段时光的主题曲，也让张悬在2007年的金曲奖中开出漂亮的四项入围成绩单。　　虽然...,8.5,流行
https://music.douban.com/subject/3801228/,城市,张悬,https://img3.doubanio.com/view/subject/m/public/s3786340.jpg,索尼音樂,2009/5/22,　　城市裡，愛的來臨當如是　　所有浮生裡萬千的臉孔 ，讓我因你們而隆重　　張懸 & Algae　　四個人的力量　八個月的醞釀　十首歌的哼唱　　一張 獻給 【城 市】的專輯　　首波主打《Beautiful Woman》　　在孤獨與美好的城市裡　　讓我們一起擁抱，認同與愛的 大自由　　【城 市】專輯概念　　張懸 & Algae　　四個人的力量　八個月的醞釀　十首歌的哼唱　　一張 獻給 【城 市】的專輯　　唱過溫暖人心的《寶貝》　　也因為時光流逝寫下了《喜歡》　　張懸第三張全創作專輯【城 市】，以「城市」為創作概念　　用十首歌曲，把眼光還給你（妳）生命中的所有風景！　　《Beautiful Woma...,8.3,流行
https://music.douban.com/subject/1394590/,O,Damien Rice,https://img1.doubanio.com/view/subject/m/public/s2838077.jpg,Vector Recordings,2003,　　Damien Rice的首张专辑「O」自2002年发行以来引发广大的回响，在家乡爱尔兰都柏林，专辑销售获得3张白金唱片认证，赢得3项爱尔兰音乐奖提名，在英国，乐评界热情推荐的喝采始终没停过，让专辑一路挺进到英国金榜第8名。而在专辑登陆美国作发行之前，Damien早以爆满的巡回演唱征服了老美的耳朵，Damien接着成了Coldplay演唱会的嘉宾。整个2004年，Damien总计获得了全英音乐奖最佳国际性男歌手的提名，以及NME杂志奖最佳独唱歌手的提名，同时也赢得了爱尔兰传媒Hot Press读者票选大奖中的最佳男歌手与最佳词曲创作者两项奖座，此外，专辑「O」还赢得了2003年的Shortlist音乐奖。　　虽然Damien不太想将自己的音乐归类，也不想知道自己唱的歌曲的感觉是否太强烈了，不过，不容否认的，专辑「O」中有许多关于描述挫折的...,9.1,流行
https://music.douban.com/subject/1431596/,Wake Me Up When September Ends,Green Day,https://img1.doubanio.com/view/subject/m/public/s3572868.jpg,Wea International,2005/6/13,,9.3,摇滚
https://music.douban.com/subject/1406522/,叶惠美,周杰伦,https://img3.doubanio.com/view/subject/m/public/s29265961.jpg,Sony Music,2003/7/31,　　欣赏JAY复古新造型：　　更有深度?周杰伦《叶惠美》　　近日转会加盟新公司的周杰伦，同时推出了其年度国语专辑《叶惠美》，收录11首个人独唱歌曲。虽然新碟的惊喜不大，但仍保持着阿Jay一贯的个人风格(其实这正是乐迷最喜欢的)，而且多首歌曲亦较以往更有深度，故此并不算「原地踏步」。再者，当中某几首歌曲，更是惹人钟爱之作，相信这专辑依然会得到不少乐迷支持。　　「以父之名」故事性强，歌词用了很多不同的景物去呈现歌中「教父」那懊恼与痛苦的心境，令听者能有更立体更实在的感受。此歌的编曲方面亦富歌剧味道，与歌曲的整体感觉与主题配合。　　近期经常在电视上听到的广告歌「你听得到」，是首较大路的作品，旋律流畅动听，歌词则温馨但不特别。曲词动人的「爱的悬崖」运用了大量的弦乐，阿Jay的诠释富感情，能表达出歌中的无奈与伤感。作词人...,8.5,流行
https://music.douban.com/subject/1401853/,七里香,周杰伦,https://img9.doubanio.com/view/subject/m/public/s3737076.jpg,上海声像出版社,2004,　　從第一張JAY同名專輯、第二張《范特西》、第三張《八度空間》到第四張《葉惠美》專輯，周杰倫每一次的專輯名稱都給了歌迷許多想像空間，也給了大家許多驚嘆號，這一次第五張專輯周杰倫首次以主打歌名「七里香」做為專輯名稱，周杰倫表示因為對這一次專輯的音樂充滿自信，希望大家能把注意力焦點放在音樂上，將話題回歸到音樂上。　　新歌「七里香」是帶著東方氣息的抒情搖滾曲風，周杰倫的最佳搭檔方文山在「七里香」歌曲裡首度以「作詩」的方式填詞，創作出一首詩意濃厚的現代詩情歌。而此曲之MV特別遠赴日本的群馬縣高崎市拍攝。,8.1,流行
https://music.douban.com/subject/5351500/,21,Adele,https://img9.doubanio.com/view/subject/m/public/s4527315.jpg,XL Recordings,2011/2/1,"　　Adele怀着极其复杂的心情公布了她的全新片 “21”，这张新专辑将明年1月24日在英国地区发行，二月底在北美地区发行。随着发行专辑前，新专辑里第一首单曲 “Rolling In the Deep” 会于1月16日公布，这张新专辑大部分录制工作是在美国 Malibu 完成，并与传奇性唱片制作人Rick Rubin（ Johnny Cash, Jay Z, Red Hot Chilli Peppers ）一同合作，后期是她回到伦敦后与制作人Paul Epworth ( Plan B, Bloc Party, Florence )负责完成, 按照Adele自己的方式，这是一张有着忧郁的布鲁斯、福音和Disco的风格作品。 对于新专辑她如此说道，“关于‘21’,我感觉非常兴奋、紧张、热烈渴望甚至也有些焦虑，但很开心在这里向大家公布，我花了很长一段时间。...",9,流行
https://music.douban.com/subject/1788174/,My Life Will...,张悬,https://img1.doubanio.com/view/subject/m/public/s1884457.jpg,Sony BMG,2006/6/9,"　　她的歌．她的人．她的表演，给了许多人温暖和力量　　有些人，注定离不开音乐,他们因为音乐而受苦，却也因为音乐而快乐，而发光发热…",8.6,流行
https://music.douban.com/subject/1402531/,寓言,王菲,https://img3.doubanio.com/view/subject/m/public/s3336480.jpg,EMI,2000,　　《寓言》是香港歌手王菲的第17张大碟、第8张国语大碟，在百代唱片的第四张大碟，于2000年10月发行。一共12首歌曲：10首为国语，2首粤语歌是将碟中2首国语歌重新填词为粤语，照顾香港市场。,9.3,流行
https://music.douban.com/subject/6816154/,你在煩惱什麼,苏打绿,https://img9.doubanio.com/view/subject/m/public/s6987806.jpg,林暐哲音乐社,2011/11/11,　　苏打绿  追本溯源  找寻心灵的能量　　每首歌都是你的soul mate　　回归人群   回馈人群  苏打绿要做站在你身边的人　　像个朋友般   给你关怀　　苏打绿  问  你在烦恼什么？　　像个智者般   点破你的忧伤　　苏打绿  问   你在烦恼什么？　　坚不可破的   是创作的能量与追寻幸福的勇气　　前言　　2011是苏打绿能量累积最扎实的一年，于是，等待阿福归队前，暂止韦瓦第计划，苏打绿要站在你身边，当一个贴近大众的歌者，用创作、用歌声当你的soul mate。所以，我们不吝于分享，苏打绿用自己的schedule、自己的发片计划，包括在网络上公布新专辑曲目、分享试听、全曲 《幸福额度》、《喜欢寂寞》 曝光，苏打绿的本源是创作、是人群、也是分享。这一次...,8.9,流行
https://music.douban.com/subject/1406256/,Stefanie,孙燕姿,https://img3.doubanio.com/view/subject/m/public/s1418840.jpg,珠影白天鹅音像出版社,2004/10/1,　　《孙燕姿Stefanie同名专辑》，在企划概念上，放弃巨星重现的逻辑，运用新人的思考模式，跳脱以往的经验与包袱，不强调刻意的突破与改变，让焦点回归到原点，企图呈现一个真实率性的女生。　　专辑在制作上除了保留孙燕姿最擅长的曲式之外，也大量运用了新的元素，力图为大家带来一个熟悉却有新鲜感的孙燕姿。在李偲菘、李伟菘和孙燕姿本人参与制作下，整张专辑的曲风更显多元，在音乐架构上每首歌皆有一个乐器为主轴。　　flute与violin的合奏，lounge与rock的结合，大键琴与弦乐以及新的rock、Agogo曲风，扣人心弦的弦乐及手风琴等，都激发出不同于以往的精彩表现。为了营造全新的音乐新指针，唱片兼顾了丰富的音乐性和大众通俗性，是一张专属于孙燕姿的音乐作品。,8.6,流行
https://music.douban.com/subject/3179585/,The Fame,Lady Gaga,https://img3.doubanio.com/view/subject/m/public/s3224590.jpg,Interscope,2008/8/19,　　Lady GaGa来自纽约，是签约Akon品牌旗下的艺人，这座五光十色的城市赋予了她时尚靓丽的气息，和许多叛逆的青年一样，22岁的她充斥着大胆前卫和另类，甚至是一个常人眼中衣着暴露的不良少女，然而同时她也是一位钢琴演奏家和词曲创作人。因为她帮布兰妮即将出的新专辑写了两首歌，因而引起了一阵小骚动，同时也让Lady GaGa的名气暴增，先行单曲《Just Dance》更是得到Akon携Colby O'Donis亲自助阵，如此为新专辑造势，估计想不红都难，且不说，Lady GaGa性感魅惑的声线也是极具杀伤力的。,8.3,流行
https://music.douban.com/subject/1823439/,Mr. A-Z,Jason Mraz,https://img3.doubanio.com/view/subject/m/public/s2761461.jpg,Elektra / Wea,2005/7/4,　　当所有乐评皆连番盛赞他的声音完美的像水晶般晶莹剔透，所有美国网路爱乐者都在悄悄讨论他和今年葛莱美最佳男歌手John Mayer究竟孰优孰劣，并说他的Live表演简直是此乐只有天上有的独一无二精彩演出，你开始好奇的想好好认识这个现在美国乐坛少见的天才型流行/民谣创作歌手—Jason Mraz。来自维吉尼亚朴实小镇，长得眉清目秀乍看有些休葛兰影子的Jason现年26岁，音乐生涯的啓蒙者是也来自维吉尼亚的两大美式传统摇滚大角The Agents of Good Root和大卫马修乐团(Dave Matthews Band)，但Jason真正接触音乐却是从中学时搬到纽约上美国音乐影艺学院开始。18岁时Jason却发现自己即刻真正想要的是音乐创作，毅然辍学并拾起吉他开始他在曼哈顿的音乐浪人之旅。在落脚加州圣地牙哥并在当地的酒馆常态表演后，Jason遇到影响...,9,流行
https://music.douban.com/subject/1948359/,为爱而生,五月天,https://img3.doubanio.com/view/subject/m/public/s1959251.jpg,滾石,2006/12/28,　　2006暗黑将尽，2007天团出世！五月天使，为爱而生！　　灵魂里最深邃的第三个世界，世界上最巨大的五合一灵魂，爱之深所以爱之生！　　恨创伤痛 爱创世纪 你创作了我们　　越爱越疯 越陷越深 越执着的灵魂……　　横跨欧亚非十万八千里长征大视界，解冻全台湾十万人八场巡回演唱会，每次诞生我都要与你相遇！　　一粒沙寂寞成一整个撒哈拉，一滴泪蓝调了一整面地中海！　　两年未发片的五月天为了带给大家焕人一新的全新感受，首创台湾唱片界先例，带着二十多人的浩大阵仗，长途远征、横跨欧亚非三大洲完成MV“A计划”大“视”件！目前远在北非的五月天与MV工作团队们，正在遥远的国度完成这项伟大的任务，请大家拭目以待！　　为了新专辑视觉上的“不一样”，五月天在新造型一改之前随性的风格，尝试比较“个性化”的特...,8.4,流行
https://music.douban.com/subject/1421922/,Daniel Powter,Daniel Powter,https://img1.doubanio.com/view/subject/m/public/s1661548.jpg,Warner Bros / Wea,2006,　　15年磨一剑的坚忍音乐诗人——DanielPowter　　爱把两个原本不相干的人，以及他们的喜怒哀乐从此紧紧地系在一起。如果会带来心动的相遇是一场劫难，但愿我们的生命线永不相交，但若爱是人生的转机，又怎可轻易让它溜走？听DanielPowter感性、诗意、动人的音乐，就像在听一位长久“在路上”的诗人吟唱他的内心世界。或许他就是曾与我们在街头、亦或地铁站内擦肩而过的行者，喜欢随遇而安，时刻用音乐记录着所看到、所感受到的一切。外表看上去忧伤的他，怀着一种坚定而感恩的心活着，内心是快乐的。　　DanielPowter，这位加拿大的吟唱诗人，这位集所有特殊风格、才华。以及天真和嘲讽于一身的北国年轻人，出生于加拿大不列颠哥伦比亚省的小城费农（Vernon），自幼酷爱音乐，学习拉小提琴。他苦涩的奋斗过程充满了辛酸——勤勉的创作、演奏音乐、...,8.6,流行
https://music.douban.com/subject/3097879/,I'm Yours,Jason Mraz,https://img2.doubanio.com/view/subject/m/public/s9074663.jpg,Atlantic (Warner),2008/12/16,"　　UK two track CD pressing of the first single pulled from the singer/songwriter's 2008 album We Sing. We Dance. We Steal Things. 'I'm Yours' was chosen as the first single due to the undeniable fan response to the song.  A demo version of 'I'm Yours' originally appeared on a limited release bonus EP that Mraz put out with his last album.  Today the song is an online sensation,...",9.4,民谣
https://music.douban.com/subject/1408378/,时光·漫步,许巍 Wei Xu,https://img3.doubanio.com/view/subject/m/public/s3839391.jpg,步升音像,2002/12/1,　　总有一种音乐精神在浮华世代间恒久不变 　　总有万千音乐脉络在历尽磨难后洞察改变 　　从黑暗 忧伤 绝望 孤独... 　　到阳光 灿烂 希望 欢乐... 　　一样的 不一样的 改变的 不变的 许巍,8.9,民谣
https://music.douban.com/subject/1407656/,生如夏花,朴树,https://img1.doubanio.com/view/subject/m/public/s1966937.jpg,华纳音乐,2003/11/28,　　1999年1月推出首张专辑《我去2000年》的朴树，在专辑大卖、人气飙升后，“埋伏”四年未出专辑，倒是“老”专辑长销不衰，并在今年荣誉再版了《我去2000年（珍藏版）》。2003年11月，新专辑《生如夏花》终于在千呼万唤中浮出水面，在朴树的生日11月8日这天，全国各正版音像店开始同步预售。　　虽然四年未出新专辑，但朴树给中国原创乐坛带来的惊喜依然不断：2002年3月，《冲出你的窗口》成为国内最权威排行榜之一的北京音乐台“中国歌曲排行榜”开榜以来榜龄最长的冠军金曲，共上榜15周，3周冠军；2003年单曲《Colorful days》更创造了“中国歌曲排行榜”开榜十余年来最“High”记录——蝉联6周冠军，music radio 亦获双周冠军！这期间不仅歌迷纷纷来信、来电催问，各媒体亦不断致电华纳唱片，询问新专辑何时上市，亚洲小天后孙燕姿也...,8.6,流行
https://music.douban.com/subject/1846771/,我很忙,周杰伦,https://img2.doubanio.com/view/subject/m/public/s2753832.jpg,杰威尔音乐,2007/11/1,　　再忙 … 也要陪你听一首歌！ 周杰伦 2008全新专辑“我很忙”！　　忙电影宣传 忙拍广告 忙新专辑 忙演唱会　　周杰伦的第8张专辑“我很忙”(JAY CHOU ON THE RUN)，在自己新公司的全新策划下即将在11月2日推出，全新的视觉与音乐风格，开启周杰伦新纪元！　　拍完自己的第一部电影作品后的杰伦，脚步停不下来，多了导演角色的他，脑子其实早就冲向新专辑的音乐世界里；在全世界飞来飞去，想做好多事情；像个牛仔一样马不停蹄地拓展他的娱乐版图，他很忙，因为歌迷需要他！　　牛仔往前冲 开启音乐新纪元　　首波强打“牛仔很忙”，由热血作词者黄俊郎与周杰伦共同催生一个新角色：牛仔！这个牛仔很忙，很有正义感，属于60年代美国初创时期的古董帅哥，快跟着牛仔的马后面跑，感受杰伦式的美国乡村民谣带来的畅快淋漓！...,7.3,流行
https://music.douban.com/subject/3838018/,夏 / 狂热,苏打绿,https://img2.doubanio.com/view/subject/m/public/s3967123.jpg,林暐哲音乐社,2009/9/11,　　繼5月初推出的《春．日光》，蘇打綠「韋瓦第計畫」的第二波《夏 / 狂熱》帶給大家熱情的搖滾。韋瓦第為18世紀初古協奏曲之父，蘇打綠從《無與倫比的美麗》中「四季狂想」這首歌而萌芽了「韋瓦第計畫」，以春、夏、秋、冬四季為主題，2009年起預計在兩年內發行四張專輯，來呈現四個季節、四個城市、四種情緒和四張專輯，包括︰ 屬於台東春天的溫暖民謠、台東夏天的熱情搖滾、北京秋天的憂傷詩歌、冬天柏林的莊嚴古典，並將於5月中將展開一連串校園演唱和9月19日在小巨蛋辦演唱會，進行跨國性的突破音樂演出。　　為了第六張專輯《夏 / 狂熱》，蘇打綠特別遠赴倫敦Strongroom錄音，從音樂製作、配唱、母帶後期處理，蘇打綠的造型、拍照、MV全數都在英國進行，至於配備也是頂尖專業，用的全是U2、The Beatles等天團的夢幻團隊。11首精彩的新歌充滿了狂熱終極...,8.3,摇滚
